id,code,amount,user_id,purchase_id,expiration_date,create_date,update_date
268,42507-063,218,688,897,2024-01-10 02:59:16,2023-10-27 05:10:37,2024-04-19 08:36:40
269,11673-214,374,217,,2024-04-02 22:56:54,2024-03-13 01:18:44,2023-10-15 15:49:28
270,17478-531,210,518,284,2023-07-03 08:03:19,2023-11-28 15:20:25,2023-08-29 11:51:00
271,0406-0363,252,146,348,2023-11-19 17:47:42,2024-01-21 23:40:48,2023-09-06 13:05:52
272,57337-051,68,787,,2024-04-22 02:18:20,2023-07-26 06:45:17,2023-10-26 12:59:24
273,0378-4160,325,650,,2024-04-01 18:23:40,2023-09-02 00:50:37,2023-10-27 16:24:11
274,62742-4029,370,432,56,2024-03-17 10:20:18,2023-09-13 20:26:43,2024-05-20 22:29:25
275,43353-656,77,453,737,2023-06-09 09:36:55,2023-08-19 19:14:19,2023-08-08 16:14:00
276,48951-8210,404,898,,2023-12-10 12:23:49,2023-10-15 19:21:01,2024-01-15 23:44:56
277,37205-612,90,382,,2023-12-19 20:51:38,2023-10-22 22:50:42,2024-04-05 12:26:57
278,10819-7002,304,131,,2024-04-12 11:16:40,2023-08-01 00:18:38,2024-01-28 23:46:49
279,57627-153,337,711,,2023-09-22 23:32:40,2023-12-31 19:32:01,2023-12-27 20:46:01
280,36987-1450,427,264,76,2023-06-06 09:46:00,2024-02-16 11:02:34,2024-03-23 07:19:04
281,0378-1411,486,398,289,2024-03-01 22:37:12,2023-08-15 11:14:15,2024-01-02 07:04:16
282,42654-001,239,370,342,2023-05-21 15:52:56,2023-10-20 20:56:52,2023-10-26 20:35:40
283,40092-600,135,452,,2023-07-22 06:56:58,2023-12-27 23:00:39,2023-09-19 19:45:13
284,0299-3925,382,228,,2023-05-26 03:36:53,2023-08-06 00:15:35,2023-12-15 10:01:36
285,35356-547,223,51,946,2023-07-11 08:20:23,2024-04-30 07:13:10,2024-01-05 02:38:41
286,53462-915,321,976,375,2024-02-10 07:24:24,2023-08-31 16:21:06,2023-06-12 03:33:07
287,55150-127,325,63,75,2024-04-20 19:24:04,2024-01-29 07:47:04,2023-06-16 19:23:21
288,63824-056,496,191,,2024-05-04 14:21:52,2024-03-19 19:27:22,2023-11-17 06:05:18
289,52686-335,121,486,529,2023-10-23 01:49:11,2024-01-24 02:01:47,2024-05-05 12:40:19
290,55301-403,275,840,455,2023-12-27 12:38:00,2023-10-14 18:21:55,2023-08-27 22:17:59
291,53329-978,62,252,825,2024-02-05 09:14:20,2024-04-21 11:02:55,2023-09-13 16:48:16
292,65360-1073,168,231,521,2023-11-02 04:47:33,2024-04-24 04:30:05,2023-10-08 04:56:28
293,13630-0029,309,791,569,2024-04-06 02:36:55,2023-06-12 03:40:02,2023-12-14 19:46:29
294,22700-135,332,843,20,2024-04-10 23:44:24,2023-09-23 17:26:31,2023-08-05 14:13:52
295,11523-7160,450,227,298,2023-08-07 19:51:11,2023-11-03 22:05:15,2024-04-19 03:21:55
296,54868-5831,225,395,574,2023-08-08 03:22:15,2023-09-09 16:35:52,2024-03-15 15:33:32
297,16252-599,408,614,,2024-03-10 11:48:40,2023-09-01 12:14:59,2023-12-03 03:42:29
298,20367-133,51,53,,2023-07-04 09:14:36,2023-10-15 15:22:50,2024-03-13 10:48:08
299,68084-159,353,159,,2024-02-04 11:22:09,2024-04-09 19:28:49,2023-08-12 01:35:52
300,11999-002,404,727,,2023-07-24 06:45:42,2023-05-29 10:03:48,2023-05-24 14:24:43
301,17089-386,415,214,707,2024-02-25 18:38:39,2023-07-15 19:34:09,2023-06-15 20:33:57
302,0781-3152,323,310,99,2023-07-19 02:19:06,2023-09-10 05:43:28,2024-02-24 15:33:36
303,52125-452,94,256,,2024-03-23 17:40:19,2023-10-06 22:47:03,2023-11-08 06:49:45
304,0268-0150,112,753,,2023-09-17 15:20:35,2024-03-12 14:55:03,2023-08-13 17:22:08
305,0007-4141,152,525,,2024-03-31 08:53:58,2024-04-06 03:32:14,2023-05-23 07:09:08
306,50114-1064,339,245,505,2023-11-29 06:45:51,2023-06-18 22:35:55,2023-08-10 18:20:24
307,36987-1528,413,211,19,2023-12-05 18:21:51,2023-07-18 01:59:37,2024-05-19 17:08:57
308,59779-168,249,599,819,2024-01-02 23:22:57,2023-07-08 02:33:52,2024-02-01 18:17:33
309,50410-040,293,827,765,2024-01-29 12:33:19,2023-07-21 07:20:33,2023-09-08 20:06:28
310,64543-118,453,311,865,2024-03-30 19:27:13,2024-01-27 23:18:05,2024-05-18 01:50:11
311,0245-0710,494,137,624,2023-05-24 22:13:20,2023-11-25 12:48:24,2024-05-09 22:23:34
312,57883-405,458,643,559,2024-01-18 21:53:34,2024-03-28 18:21:38,2023-12-11 22:07:57
313,64720-106,58,360,117,2023-11-14 03:36:18,2024-05-07 09:34:31,2024-01-01 06:42:01
314,49288-0382,182,612,283,2024-04-08 14:51:04,2023-06-01 05:00:51,2023-05-28 05:42:30
315,23155-051,84,65,392,2024-01-28 14:29:07,2023-07-13 03:59:03,2023-12-05 23:05:40
316,25373-006,106,528,479,2023-07-18 13:01:38,2024-01-06 12:43:17,2023-06-20 18:36:17
317,62011-0104,224,310,,2023-09-17 18:09:05,2024-03-06 06:25:44,2023-07-11 07:16:29
318,13537-264,111,974,695,2023-11-07 13:06:56,2024-01-11 06:58:40,2023-08-09 03:20:03
319,30142-074,117,368,530,2023-07-09 21:15:10,2023-10-24 22:20:02,2024-04-07 08:35:12
320,68085-8012,245,525,,2023-07-25 06:39:46,2023-12-09 15:21:30,2023-12-30 11:35:49
321,21695-290,419,454,,2024-02-08 03:42:39,2023-06-23 19:32:33,2023-08-02 12:26:16
322,49999-848,177,640,610,2023-12-29 14:33:46,2024-04-14 05:12:54,2023-08-26 00:50:51
323,64536-0807,333,178,28,2024-01-18 02:14:49,2023-07-28 05:02:12,2023-10-10 19:44:49
324,0536-1011,270,608,980,2024-05-18 20:33:20,2024-04-17 12:55:28,2023-09-27 07:37:26
325,76237-241,173,525,790,2023-11-12 12:41:17,2023-11-07 14:54:03,2023-12-22 18:16:05
326,0173-0387,318,550,222,2024-05-07 15:16:20,2023-12-18 11:55:17,2024-04-05 16:08:15
327,0007-4141,76,696,142,2024-03-31 03:51:15,2024-02-18 01:52:02,2023-11-10 12:18:13
328,0143-9777,167,728,756,2024-03-11 06:06:54,2023-11-16 16:14:28,2023-09-03 00:07:53
329,54973-0622,171,393,,2024-05-06 09:05:22,2023-07-26 15:14:36,2023-10-22 09:09:55
330,64064-002,347,685,,2023-06-28 02:11:33,2023-06-17 22:48:54,2023-06-29 15:07:16
331,54868-4096,253,756,632,2024-01-31 22:52:40,2023-12-30 02:50:38,2024-03-14 16:43:23
332,59762-0222,319,116,498,2023-07-17 15:48:48,2024-05-10 06:49:25,2024-02-02 13:01:07
333,36987-1304,114,270,645,2023-10-09 11:02:52,2023-10-14 17:57:06,2023-11-16 06:21:15
334,55111-397,314,534,439,2023-07-15 12:52:56,2023-08-25 06:05:41,2023-09-20 14:29:46
335,46017-012,414,680,424,2023-07-21 02:01:43,2023-09-12 15:33:55,2023-11-23 15:10:31
336,53045-125,364,583,358,2023-07-01 06:25:31,2024-03-26 04:50:58,2023-08-09 09:40:25
337,55154-3676,72,663,95,2023-08-28 10:10:20,2023-09-11 14:09:52,2023-08-23 16:14:34
338,43093-105,399,137,,2024-04-16 16:38:56,2024-05-01 04:52:35,2023-09-20 04:37:34
339,0093-7426,180,313,338,2023-12-02 11:26:43,2023-10-12 03:16:37,2024-01-20 19:37:25
340,51769-134,492,576,,2024-04-01 00:59:01,2023-08-11 03:05:47,2023-07-01 05:58:41
341,50153-110,398,385,606,2024-05-01 19:14:20,2024-05-11 19:03:52,2023-11-17 22:56:37
342,13537-144,249,385,,2024-05-18 06:54:31,2024-04-30 04:15:36,2023-11-10 17:25:29
343,48951-9158,127,847,669,2023-07-10 08:56:30,2023-09-18 21:56:55,2024-02-12 18:10:32
344,61703-343,282,701,,2023-07-21 04:37:16,2023-08-17 22:59:06,2023-12-01 10:15:22
345,58133-055,180,476,,2023-07-01 13:47:25,2024-04-27 13:15:02,2023-08-30 17:39:43
346,0173-0949,432,98,984,2023-11-29 09:14:08,2023-06-21 22:24:48,2024-01-09 03:44:07
347,0615-4590,408,403,,2023-12-05 17:49:16,2024-03-16 00:08:18,2024-01-18 09:46:56
348,61666-000,230,896,,2024-01-17 14:37:22,2023-05-22 18:38:00,2023-09-26 04:58:53
349,37205-736,360,331,827,2023-06-30 17:02:55,2024-02-04 03:24:50,2024-01-11 01:17:34
350,67405-671,69,462,652,2023-06-27 04:27:29,2024-03-13 18:53:28,2024-03-01 19:11:00
351,54575-357,442,357,14,2023-06-29 00:30:51,2024-03-07 16:48:12,2023-12-23 20:18:48
352,55154-9566,445,310,,2024-03-03 21:16:39,2023-11-13 17:56:29,2024-04-06 17:13:07
353,36987-1224,115,658,991,2023-12-13 19:42:39,2024-02-13 00:09:15,2023-12-25 09:24:02
354,43269-817,491,350,451,2023-11-12 02:24:41,2023-08-15 17:43:07,2024-04-06 12:03:27
355,63323-477,64,211,,2023-11-17 09:24:20,2023-07-25 23:19:25,2024-01-29 05:31:04
356,0228-2896,443,54,177,2023-05-31 12:50:03,2024-04-13 17:41:41,2024-01-31 05:19:48
357,55154-5391,424,830,592,2024-03-04 18:53:21,2023-10-09 23:50:29,2023-09-18 05:56:02
358,0409-7808,472,745,779,2024-04-07 21:54:48,2023-06-10 02:36:12,2023-06-30 05:01:22
359,48951-9122,278,142,720,2023-06-01 22:19:30,2023-08-26 19:20:20,2024-04-01 21:09:08
360,44001-321,165,344,760,2024-03-03 22:26:54,2024-04-12 10:54:51,2023-11-02 14:56:11
361,50438-200,105,104,668,2023-10-07 02:03:19,2024-02-04 21:18:47,2023-09-26 02:51:38
362,67510-0663,155,543,81,2023-12-15 09:15:30,2023-09-05 19:48:14,2023-07-04 09:30:23
363,58118-0371,194,174,94,2023-06-06 03:51:44,2024-03-23 05:01:25,2023-08-17 19:33:02
364,53150-485,239,535,577,2024-05-14 14:49:27,2024-01-26 02:00:12,2024-01-21 11:03:07
365,43269-875,464,317,,2024-02-08 01:52:00,2023-10-10 13:53:47,2023-08-06 19:17:54
366,49288-0026,392,292,,2024-01-20 10:51:45,2023-06-06 21:22:59,2024-03-10 21:16:34
367,49288-0007,419,223,,2024-03-08 14:58:09,2023-10-04 18:20:37,2023-09-21 09:47:24
368,0395-1685,251,859,460,2024-03-13 11:40:47,2024-01-21 22:40:36,2024-01-08 15:38:55
369,62742-4042,496,281,,2023-07-18 23:40:49,2024-03-07 07:50:23,2023-11-28 07:04:07
370,0168-0407,329,387,615,2023-12-01 05:16:20,2023-12-10 23:29:24,2023-10-14 08:36:12
371,0378-9645,463,339,464,2024-02-01 01:56:59,2024-02-17 11:00:36,2023-08-18 18:08:01
372,60951-701,70,106,,2023-08-10 08:23:03,2023-09-12 05:50:27,2023-08-17 15:09:44
373,11410-927,489,361,835,2023-10-05 13:14:54,2023-08-03 07:34:31,2024-05-15 16:21:13
374,63354-280,241,559,884,2024-05-14 10:21:10,2024-02-25 02:43:31,2024-02-04 13:51:44
375,54340-006,474,861,801,2023-09-25 07:08:25,2024-05-18 11:03:56,2023-07-08 20:31:10
376,53489-553,493,125,4,2024-04-04 15:48:03,2023-06-10 10:13:58,2024-05-17 19:46:37
377,37205-960,160,811,494,2023-06-12 01:13:17,2023-11-10 16:57:38,2023-05-29 09:53:32
378,36987-2620,310,817,465,2023-07-06 00:01:58,2023-10-05 12:53:31,2023-08-14 11:11:50
379,13537-345,449,900,233,2024-04-06 20:07:17,2023-09-01 14:24:04,2023-07-18 09:34:05
380,55154-1413,163,79,,2023-12-26 18:36:59,2023-08-31 18:23:19,2023-05-31 19:47:02
381,49781-077,348,350,74,2023-08-31 00:13:59,2024-03-13 12:08:38,2023-10-07 12:34:04
382,54868-5890,119,835,322,2023-08-23 06:28:48,2023-06-19 09:36:13,2023-05-30 11:10:37
383,55289-433,276,759,973,2023-12-09 23:17:10,2023-12-23 11:48:04,2023-06-26 08:48:49
384,0904-7822,303,86,,2023-07-12 03:52:30,2023-08-08 03:31:12,2024-05-06 03:42:47
385,54868-6341,241,857,,2023-12-06 09:18:33,2023-06-27 01:13:08,2023-10-28 17:24:18
386,50383-249,80,606,,2024-02-06 12:19:40,2024-03-28 07:06:18,2024-01-10 06:59:00
387,36987-2076,283,262,,2024-05-16 16:18:31,2023-10-27 01:05:55,2023-06-14 21:50:37
388,36987-2975,259,281,829,2023-10-29 08:26:21,2024-05-16 20:09:29,2023-10-20 03:03:03
389,11084-538,85,52,,2023-07-05 12:01:01,2023-06-27 02:20:04,2023-10-05 02:26:56
390,44119-006,341,334,,2024-02-25 00:39:43,2023-06-07 05:01:17,2023-07-03 04:08:14
391,54569-6408,50,827,682,2024-03-06 16:56:27,2024-03-18 15:38:07,2024-04-14 10:11:13
392,54092-520,175,743,,2023-09-05 00:57:06,2024-02-13 10:59:16,2023-05-29 12:59:10
393,42254-114,492,977,142,2024-02-11 19:58:50,2023-05-21 19:16:27,2023-07-17 02:55:35
394,58281-561,171,825,,2024-03-18 01:19:31,2024-04-13 07:35:08,2024-03-03 14:25:54
395,27281-010,116,51,168,2024-01-29 05:19:02,2023-06-17 04:12:02,2023-07-01 13:37:56
396,55910-020,468,297,708,2023-10-16 22:12:03,2023-07-02 07:20:45,2023-06-17 06:59:57
397,76485-1043,169,635,149,2024-02-02 23:44:20,2024-01-24 16:17:48,2023-06-05 19:27:11
398,42808-302,83,710,,2024-02-06 13:18:12,2023-09-07 19:46:34,2023-07-29 17:13:15
399,49348-801,108,59,684,2023-06-21 21:41:51,2023-10-22 09:46:02,2023-06-20 04:02:05
400,16252-506,487,42,808,2024-04-07 09:50:45,2024-01-12 07:47:20,2024-04-20 09:55:47
401,42291-845,279,118,,2023-06-10 20:30:03,2023-07-30 04:20:16,2024-03-22 03:30:07
402,51138-097,228,403,538,2023-08-02 15:12:26,2023-09-15 15:52:45,2024-02-14 21:38:35
403,60289-238,153,471,96,2023-10-10 14:06:44,2023-12-23 14:52:27,2023-12-16 14:41:00
404,0615-7548,358,420,,2024-03-01 05:49:02,2024-01-21 08:59:38,2023-11-08 10:31:32
405,0924-0123,282,197,824,2024-03-11 04:26:41,2024-05-18 03:45:02,2023-05-29 13:21:09
406,53329-651,411,966,591,2023-08-25 19:58:37,2023-06-29 05:37:46,2024-03-11 11:53:54
407,52125-825,159,437,225,2023-07-21 21:59:15,2024-02-20 10:44:52,2024-03-22 09:43:44
408,55315-550,81,151,,2023-09-07 15:45:28,2024-02-22 06:42:49,2023-05-30 00:51:45
409,63776-450,207,183,475,2024-04-24 05:50:47,2023-10-31 04:42:37,2024-05-12 03:03:54
410,11822-0154,367,10,881,2023-06-15 04:25:25,2023-09-06 14:55:18,2024-04-23 02:52:42
411,51138-062,299,87,983,2023-12-21 17:20:17,2024-03-21 09:11:58,2023-06-28 16:26:12
412,60232-3400,242,213,,2023-05-22 07:59:03,2023-07-28 15:56:24,2023-08-20 02:05:19
413,0603-3340,359,134,959,2024-05-15 12:14:43,2023-08-27 13:06:22,2023-06-03 13:43:05
414,47124-295,483,645,,2023-10-14 04:26:59,2024-02-08 23:31:54,2023-07-23 06:48:29
415,59535-2501,419,426,327,2023-08-28 05:18:30,2023-09-01 16:28:01,2024-01-14 04:41:51
416,52125-954,192,390,113,2024-03-28 22:09:42,2023-11-12 23:56:14,2023-09-03 08:23:03
417,0378-2457,474,389,352,2023-07-03 18:43:45,2024-01-04 11:13:06,2024-02-05 17:34:54
418,10191-1843,430,585,281,2023-07-29 14:48:59,2023-07-15 12:06:11,2023-12-19 12:06:23
419,60429-130,187,634,,2024-02-01 19:35:44,2023-10-18 18:21:44,2023-08-09 12:32:14
420,65862-604,172,167,486,2023-09-15 11:00:54,2024-01-02 17:42:17,2024-01-31 10:20:00
421,0603-5686,94,866,928,2024-05-05 23:16:13,2023-07-29 01:09:09,2023-09-23 23:53:01
422,13537-194,417,353,622,2023-10-11 04:57:25,2023-07-01 19:36:48,2023-10-20 23:12:23
423,55150-129,218,127,,2023-08-04 03:40:03,2023-06-09 13:44:33,2023-12-29 21:29:53
424,0485-0254,102,205,658,2023-05-25 02:39:18,2024-02-01 14:03:10,2023-06-30 08:02:57
425,51672-4017,498,455,976,2023-11-24 01:13:51,2023-10-10 04:54:01,2024-01-14 18:02:11
426,68472-096,239,736,568,2024-01-03 21:25:51,2023-07-18 10:39:15,2023-06-27 01:44:32
427,62037-690,475,283,715,2023-06-10 18:00:03,2023-09-19 11:02:15,2023-12-27 15:16:04
428,48951-8219,454,801,,2024-02-04 05:02:20,2024-03-10 19:49:10,2023-12-18 12:52:44
429,65044-1302,463,584,141,2023-07-13 18:02:24,2023-06-05 22:39:08,2023-12-31 17:16:38
430,68084-398,213,788,200,2023-08-21 05:35:47,2024-05-09 11:58:25,2024-02-12 02:19:23
431,0268-6752,117,999,826,2023-11-23 10:42:25,2023-07-18 02:54:30,2023-05-25 04:55:13
432,0409-1135,70,747,,2023-06-12 08:53:16,2023-08-06 01:29:15,2023-07-23 18:18:52
433,0363-0397,306,431,,2023-08-12 08:46:53,2023-08-22 09:06:07,2023-08-17 13:21:08
434,49288-0235,360,388,,2024-01-10 04:47:52,2024-02-01 08:06:11,2023-09-06 17:33:49
435,0555-0762,178,830,645,2024-03-16 19:36:52,2024-04-26 18:59:48,2023-12-31 18:20:54
436,55754-122,429,513,483,2024-04-25 02:42:41,2024-02-02 12:33:37,2023-06-28 21:27:51
437,40046-0069,213,888,,2023-06-19 17:24:29,2023-11-20 18:29:10,2024-03-08 04:27:04
438,60505-2762,271,186,618,2023-08-17 00:46:52,2024-02-21 21:57:52,2024-03-02 20:22:13
439,0268-6402,351,355,980,2023-11-05 20:11:57,2023-08-26 12:49:49,2023-08-29 06:28:17
440,48951-8031,93,534,99,2023-06-09 01:04:12,2023-08-16 22:47:34,2024-04-26 00:42:18
441,57520-0637,412,843,,2023-11-29 04:42:31,2024-04-17 11:17:49,2023-11-17 10:55:06
442,55315-352,453,367,,2024-03-29 14:18:41,2023-06-07 12:16:26,2024-05-05 22:46:16
443,17478-826,217,672,,2024-01-20 12:54:10,2023-08-04 15:37:01,2024-01-06 16:45:13
444,51621-012,289,581,993,2024-02-01 10:14:02,2023-08-19 00:35:21,2023-12-31 01:50:32
445,67253-263,96,991,338,2023-10-13 20:31:04,2024-02-06 09:57:31,2023-11-17 05:30:59
446,62175-486,59,953,754,2023-07-24 23:12:51,2023-09-22 04:22:25,2023-11-08 11:57:16
447,37000-823,462,379,,2023-12-05 12:13:29,2023-11-06 08:07:44,2023-12-04 12:59:09
448,0006-3919,484,792,,2023-05-30 03:21:18,2023-10-22 09:32:02,2024-02-17 03:56:32
449,67425-003,70,979,866,2023-07-05 00:49:34,2023-09-11 04:46:29,2023-11-28 12:09:44
450,50563-141,379,951,,2024-01-20 15:42:30,2023-09-22 16:46:49,2023-09-18 14:42:09
451,0409-7931,344,545,271,2024-01-16 13:58:08,2024-04-10 22:07:11,2024-02-01 00:02:28
452,16781-382,168,851,579,2024-05-11 12:07:02,2024-04-02 07:33:53,2024-05-17 14:40:09
453,57955-5153,174,530,555,2023-05-25 12:57:23,2024-01-14 06:42:36,2023-06-29 09:03:03
454,55312-459,99,374,60,2023-12-11 09:49:38,2023-11-15 18:46:08,2023-12-06 13:40:56
455,43538-170,356,940,211,2024-02-12 21:37:07,2024-02-04 06:54:04,2023-11-29 22:59:06
456,50965-123,308,241,,2024-02-09 23:06:45,2024-04-14 00:35:45,2023-08-06 11:31:47
457,61221-020,91,343,739,2024-02-11 19:47:44,2024-01-10 11:37:07,2024-04-10 10:09:26
458,44911-0029,238,439,116,2023-07-06 01:58:16,2023-10-23 11:27:24,2024-02-28 20:09:26
459,53489-376,114,5,442,2024-01-19 22:44:33,2024-05-11 09:38:35,2023-11-10 23:26:21
460,68084-348,192,822,,2024-04-09 17:51:35,2024-03-25 03:32:52,2023-12-15 07:01:21
461,49288-0748,425,630,640,2023-11-10 00:09:48,2023-10-04 00:06:23,2024-01-12 07:04:14
462,68001-253,317,263,,2023-09-28 07:55:27,2023-05-28 12:12:47,2024-01-23 01:22:43
463,60723-033,483,981,877,2024-04-28 20:11:15,2023-08-07 08:33:06,2024-02-02 02:07:29
464,41250-527,236,287,,2024-05-13 18:49:28,2023-06-24 14:44:18,2024-01-20 22:55:58
465,57520-0246,434,897,777,2023-07-15 23:28:49,2024-05-14 07:24:57,2024-03-26 02:08:46
466,37000-757,198,311,3,2024-01-15 18:58:18,2024-05-05 10:15:40,2023-08-01 21:00:23
467,61403-010,196,648,499,2024-04-11 11:15:58,2024-04-08 14:33:39,2024-02-19 08:25:18
468,43269-723,314,381,,2023-11-04 17:48:55,2023-10-06 23:47:55,2024-01-17 19:18:14
469,67938-1024,392,946,,2024-04-04 19:28:06,2023-08-07 22:18:55,2024-02-21 06:38:34
470,24658-245,267,681,515,2023-08-01 11:32:17,2024-01-04 06:43:20,2024-01-27 23:48:37
471,55154-1376,322,634,461,2023-06-05 10:41:01,2023-12-24 08:21:31,2023-10-07 17:00:01
472,10157-9608,462,713,,2023-08-21 02:41:09,2024-01-17 16:36:29,2024-02-03 10:04:36
473,52862-309,234,876,402,2023-06-07 17:16:07,2023-12-07 01:05:39,2023-07-17 13:05:17
474,0093-7335,421,923,,2023-06-07 22:04:06,2024-03-16 05:19:33,2024-02-02 10:11:22
475,63730-206,279,74,,2024-04-14 09:17:10,2023-07-05 01:42:04,2024-03-19 02:25:00
476,0025-1530,92,908,398,2023-08-03 15:15:40,2023-07-30 21:23:17,2024-03-16 18:19:06
477,43406-0045,444,17,,2023-06-06 12:11:59,2023-09-04 16:37:44,2024-02-10 04:48:56
478,65691-0108,394,189,,2023-06-22 11:55:54,2023-11-08 08:58:24,2024-01-25 01:28:00
479,0904-5046,381,327,,2023-07-27 01:08:05,2023-12-04 17:22:48,2023-09-22 15:14:07
480,36987-2009,361,194,,2024-01-18 18:07:56,2024-05-09 06:52:50,2023-09-03 14:22:27
481,60512-0018,157,569,,2024-02-17 04:53:04,2024-04-13 23:24:32,2024-05-01 06:39:50
482,10812-396,190,908,706,2023-06-16 06:55:47,2024-02-27 13:46:03,2023-08-27 01:47:26
483,44911-0101,64,75,166,2023-09-08 17:24:21,2023-06-05 05:35:12,2024-05-14 13:08:21
484,43857-0072,467,168,482,2024-02-13 12:17:46,2023-06-01 15:36:33,2024-04-15 02:07:48
485,58892-600,195,369,267,2023-07-28 05:20:33,2023-10-17 13:26:22,2024-01-28 21:51:28
486,0536-3030,236,149,362,2023-08-19 21:26:31,2024-03-20 04:54:55,2023-07-18 05:43:57
487,57237-078,124,817,913,2023-11-21 18:58:51,2024-03-23 14:25:03,2023-10-28 20:00:38
488,60681-1303,180,269,318,2024-04-26 18:11:12,2023-07-04 15:43:48,2023-11-18 00:34:14
489,76378-012,423,602,608,2023-09-01 06:38:38,2024-03-24 01:16:50,2024-04-25 07:38:50
490,55154-7776,457,287,679,2024-01-12 05:04:44,2024-02-08 01:12:40,2023-06-07 21:47:21
491,50458-396,427,675,475,2023-09-05 07:29:07,2024-03-28 03:59:57,2024-01-11 06:29:54
492,59779-504,121,973,880,2023-07-12 12:24:24,2024-04-11 19:28:45,2023-07-09 12:22:56
493,43406-0015,301,425,519,2024-04-05 10:34:36,2024-04-02 06:49:07,2024-02-06 14:22:59
494,67038-101,358,319,72,2024-04-11 19:40:35,2023-08-07 19:04:35,2024-01-22 22:36:07
495,61755-005,335,317,816,2023-08-06 08:58:39,2023-11-09 16:56:53,2023-06-22 11:24:20
496,0069-0136,352,24,943,2023-06-02 08:16:15,2024-05-19 21:22:29,2023-08-28 04:35:43
497,59050-242,134,773,639,2023-11-22 06:21:11,2023-06-21 16:57:14,2024-04-20 23:18:32
498,55154-4034,261,200,,2023-09-29 19:18:58,2024-03-04 23:18:59,2023-11-29 23:19:55
499,55154-5499,120,477,290,2023-07-31 11:13:58,2024-01-04 21:22:27,2024-05-03 01:52:26
500,49999-205,79,166,857,2023-11-20 20:15:17,2023-08-30 10:15:56,2024-05-11 03:54:41
501,11822-0335,261,495,,2024-01-17 13:23:00,2023-09-30 09:19:49,2023-09-17 05:02:56
502,62839-2728,289,54,662,2023-12-01 09:11:28,2024-02-03 07:17:33,2023-09-11 02:34:39
503,59886-348,421,457,963,2023-07-28 18:50:28,2023-05-21 21:07:49,2024-01-04 21:14:32
504,0615-3593,280,827,,2023-09-25 00:27:11,2024-03-12 15:15:09,2024-01-15 01:29:18
505,68814-250,321,577,547,2023-09-26 01:52:35,2023-12-22 18:26:41,2024-03-11 06:47:19
506,62032-507,498,794,238,2023-09-15 01:43:15,2023-07-08 20:42:55,2023-07-09 23:13:57
507,55133-010,466,551,888,2024-04-01 23:47:57,2024-02-21 09:49:42,2023-09-15 04:11:10
508,0904-5018,269,215,350,2023-08-22 16:40:01,2023-07-25 06:15:18,2023-10-07 20:23:12
509,36987-2965,374,616,,2023-08-22 05:04:03,2023-08-14 09:12:50,2023-05-29 00:25:32
510,63629-1463,447,943,,2023-09-14 20:22:05,2023-08-13 20:20:46,2023-07-02 09:59:02
511,0363-0189,112,238,,2023-07-11 01:49:23,2024-01-23 11:03:25,2023-11-17 20:48:55
512,55711-066,409,761,,2023-12-15 04:34:07,2024-05-20 20:30:06,2024-03-12 23:36:43
513,69249-000,211,216,,2024-01-24 21:30:21,2023-09-28 02:49:50,2024-04-03 00:26:26
514,55754-000,481,419,495,2023-09-02 10:34:24,2023-11-19 10:03:24,2023-11-16 21:17:15
515,48951-8129,85,762,775,2023-10-19 11:20:53,2024-03-23 23:52:50,2023-06-19 10:03:30
516,63187-148,424,105,,2023-10-25 05:35:54,2023-12-25 19:35:48,2023-09-04 19:48:31
517,0002-4463,245,347,,2024-02-08 09:05:24,2023-07-22 18:01:32,2023-07-01 06:18:52
518,68645-446,51,272,203,2023-09-09 20:45:36,2024-04-27 13:22:19,2024-03-12 17:33:00
519,43063-126,421,155,105,2023-11-05 10:05:41,2023-05-27 13:41:28,2023-09-19 22:42:12
520,64764-918,88,478,456,2023-09-30 06:26:49,2023-05-31 20:47:13,2024-03-02 12:07:10
521,50436-5000,309,774,943,2023-08-25 17:12:58,2023-12-08 22:45:35,2024-04-07 10:22:39
522,55111-172,370,193,,2023-11-14 06:13:24,2024-02-19 03:25:26,2024-01-01 19:39:26
523,50228-112,409,640,,2023-10-02 22:38:15,2024-05-02 08:23:44,2023-06-09 23:50:32
524,75997-029,132,303,,2024-03-11 00:39:41,2023-07-08 13:18:04,2024-04-22 14:06:56
525,0168-0272,208,691,,2024-03-15 18:27:25,2024-05-10 19:12:47,2024-03-15 18:19:45
526,0009-3448,54,867,,2024-04-13 22:51:01,2024-02-21 15:05:07,2024-03-30 14:38:10
527,60505-2653,342,508,716,2023-09-30 07:24:53,2023-07-04 09:16:22,2023-07-18 21:23:58
528,51645-291,56,963,810,2023-06-24 09:35:53,2023-11-17 06:31:16,2023-06-03 23:25:29
529,59779-210,252,712,,2023-12-03 05:15:30,2024-01-15 10:51:44,2023-11-02 15:49:52
530,61570-073,342,385,587,2023-05-31 01:35:45,2024-02-20 04:22:20,2024-04-04 23:30:50
531,0363-0329,148,369,252,2023-06-04 20:38:06,2024-02-11 03:17:44,2024-04-24 16:27:46
532,41250-519,308,700,460,2024-05-01 14:01:32,2023-11-09 02:39:02,2024-03-01 06:31:40
533,0703-4852,463,104,279,2024-01-14 10:14:58,2023-10-16 23:30:55,2024-01-10 00:36:36
534,49349-828,475,837,450,2024-04-07 23:10:50,2023-11-30 17:30:56,2024-03-15 01:03:04
535,43063-531,126,505,793,2023-07-07 04:12:06,2024-04-25 16:18:39,2023-06-18 00:25:02
