id,user_id,game_id,discount_id,amount,create_date
595,173,94,,1972,2023-07-23 17:28:50
596,556,860,966,1462,2023-11-28 14:33:51
597,658,917,796,3824,2023-12-04 20:39:44
598,448,785,513,3491,2023-11-05 11:03:19
599,121,519,866,465,2023-10-21 05:13:22
600,100,974,593,531,2023-12-01 11:22:12
601,299,670,,3783,2023-06-28 03:20:38
602,648,450,303,1343,2023-09-26 21:49:19
603,822,722,634,2098,2023-08-30 09:49:12
604,358,87,498,2324,2023-12-14 10:24:41
605,926,384,,200,2023-07-31 07:58:36
606,568,70,100,883,2023-11-08 01:22:48
607,461,789,835,4587,2023-10-05 07:07:56
608,568,504,107,3678,2024-02-23 20:21:28
609,411,906,622,583,2024-05-13 01:10:01
610,582,883,,2464,2023-05-23 10:33:54
611,210,214,369,1859,2023-05-27 03:16:48
612,201,903,,386,2024-01-04 14:39:50
613,551,568,179,3921,2023-08-17 02:39:56
614,793,76,,357,2023-11-06 10:22:52
615,159,601,,3597,2023-06-29 21:20:42
616,932,260,198,1236,2023-09-25 03:55:30
617,778,629,,4755,2023-09-03 00:01:04
618,865,439,370,4188,2023-08-18 22:09:19
619,10,862,,753,2024-01-29 10:45:52
620,719,324,117,1160,2024-01-26 22:25:44
621,244,574,,3120,2024-04-01 09:45:30
622,89,612,56,3196,2024-02-21 17:07:42
623,745,960,,3051,2023-10-23 18:29:43
624,698,848,171,917,2023-07-26 10:02:28
625,390,897,579,3434,2023-10-30 07:00:42
626,829,228,280,3639,2023-06-15 07:35:53
627,16,812,369,3422,2024-01-01 07:39:45
628,578,371,273,4726,2024-03-17 21:56:58
629,461,763,,436,2023-11-01 06:38:27
630,945,383,,109,2023-08-05 08:26:06
631,992,832,798,4594,2023-06-16 08:34:06
632,779,886,,3875,2024-03-29 06:41:38
633,480,878,365,1324,2023-08-21 01:07:00
634,868,550,627,963,2024-01-28 15:46:01
635,699,120,,3183,2023-06-15 14:29:59
636,749,173,336,1454,2023-08-10 05:19:42
637,302,91,,1179,2024-04-07 11:17:44
638,836,330,,3205,2023-06-11 19:51:17
639,350,230,,3559,2023-07-25 04:27:57
640,923,393,809,3900,2023-11-02 09:21:55
641,690,50,200,2995,2023-10-08 20:34:14
642,373,828,407,3365,2023-09-20 20:15:20
643,412,708,655,3413,2024-02-16 07:22:32
644,5,878,228,852,2024-05-06 19:21:22
645,689,581,,3688,2023-09-10 01:17:28
646,729,407,200,962,2024-05-01 21:16:49
647,276,515,,1821,2023-08-19 20:32:09
648,588,988,379,758,2024-04-06 10:19:07
649,273,666,927,4697,2024-05-15 22:00:23
650,769,868,567,2570,2024-05-09 12:37:13
651,744,907,870,3210,2023-12-06 19:18:08
652,545,908,,2364,2023-12-10 09:10:18
653,396,383,993,1638,2023-10-21 03:09:17
654,946,963,388,4695,2024-02-10 06:44:07
655,42,255,824,2330,2023-06-12 21:32:24
656,33,891,849,2115,2023-07-21 02:33:15
657,133,583,451,381,2024-05-04 20:19:32
658,593,353,,3051,2023-10-04 04:15:24
659,636,186,33,4629,2023-10-17 14:48:41
660,681,589,,326,2023-12-06 20:54:40
661,349,420,,410,2023-07-02 04:26:38
662,307,341,,1130,2023-08-12 20:59:48
663,252,666,365,4777,2023-09-02 13:42:10
664,825,686,,2424,2023-11-16 06:12:19
665,578,542,686,1840,2024-04-02 02:52:24
666,612,550,544,2116,2024-02-26 02:28:07
667,240,349,200,4999,2023-06-17 23:11:14
668,251,618,722,948,2024-01-18 23:04:04
669,58,11,,1660,2023-07-06 04:53:47
670,738,703,442,2461,2023-11-21 07:57:14
671,398,737,485,3402,2023-06-07 13:18:06
672,120,64,505,407,2024-04-09 12:12:37
673,301,296,80,2139,2023-05-31 05:07:51
674,307,515,701,3847,2023-11-09 05:46:42
675,716,452,,2227,2024-02-08 17:55:09
676,780,130,519,4794,2023-10-01 08:51:52
677,83,114,236,3142,2024-01-27 03:51:54
678,559,40,,1732,2023-06-11 05:42:41
679,233,395,165,2116,2024-04-16 17:02:24
680,358,531,,4058,2023-07-29 21:48:07
681,477,808,637,442,2024-05-12 18:49:54
682,671,59,89,1165,2023-05-27 13:22:29
683,830,316,,329,2024-03-12 22:37:33
684,132,907,668,3969,2023-09-28 17:50:24
685,528,388,576,2788,2023-11-30 06:48:21
686,658,24,206,3409,2024-04-04 21:50:26
687,886,711,,4377,2024-05-02 17:53:40
688,284,725,689,2357,2023-11-03 11:30:46
689,687,710,231,1309,2024-02-02 11:55:13
690,565,848,18,4083,2023-06-23 18:55:14
691,646,297,481,1734,2023-10-11 04:02:17
692,213,19,,1842,2024-02-17 13:23:39
693,679,844,,148,2023-12-13 17:02:17
694,802,561,,1427,2023-10-14 21:17:54
695,833,921,,4134,2024-04-14 17:56:27
696,190,53,12,2954,2024-02-12 00:39:59
697,522,733,,3474,2023-06-14 21:06:28
698,21,797,,4334,2024-03-02 06:17:18
699,904,411,388,2828,2023-09-04 08:44:42
700,430,681,366,2212,2023-10-03 15:48:37
701,109,892,,1814,2024-03-22 18:50:55
702,632,705,,3650,2024-02-07 19:03:39
703,892,223,402,4209,2023-06-09 00:20:16
704,934,569,625,4225,2024-02-07 20:33:16
705,865,36,,3981,2023-12-25 03:30:11
706,21,336,328,4395,2024-01-03 08:31:50
707,404,592,216,2722,2023-09-18 04:00:43
708,63,726,941,2417,2023-06-03 22:09:50
709,684,49,,1962,2023-10-29 05:09:40
710,829,28,,1182,2023-12-01 13:07:19
711,347,585,262,1222,2024-04-29 15:50:52
712,586,296,222,2188,2023-10-20 15:23:00
713,103,408,372,2662,2023-06-05 08:10:18
714,305,49,,801,2023-11-11 19:31:47
715,619,952,,228,2024-05-16 10:28:19
716,449,807,704,657,2023-08-11 04:24:17
717,472,728,490,1607,2024-04-20 06:37:37
718,807,489,220,1407,2024-02-17 01:52:30
719,94,270,,1433,2023-06-23 13:32:57
720,89,371,565,1277,2024-02-25 06:17:21
721,919,379,,3999,2023-07-18 10:13:52
722,901,461,,4650,2024-01-07 15:04:30
723,337,858,730,3165,2024-01-15 19:42:14
724,805,483,761,2310,2023-08-26 19:50:52
725,63,592,383,3241,2023-10-20 12:15:56
726,472,351,31,418,2024-05-08 12:41:05
727,612,600,,4295,2023-09-09 21:27:19
728,892,895,167,2737,2024-05-05 00:00:40
729,117,5,,4142,2024-01-21 19:59:12
730,258,342,649,4821,2023-11-25 16:04:51
731,703,643,774,4060,2023-10-08 22:33:27
732,603,641,741,4943,2023-08-10 22:58:42
733,681,191,404,1441,2024-04-03 05:19:42
734,247,776,987,4304,2023-06-19 20:46:53
735,25,688,561,2414,2023-12-09 10:57:40
736,631,761,427,3990,2024-01-18 23:13:56
737,971,770,,1013,2023-09-14 13:40:33
738,26,639,,4954,2024-01-17 14:32:42
739,908,457,459,4732,2024-05-10 23:06:10
740,792,826,64,4767,2024-01-08 23:15:24
741,717,205,229,4340,2024-02-04 19:27:37
742,735,445,292,4807,2023-10-23 22:32:33
743,193,919,,2164,2023-06-13 11:55:02
744,673,937,,2947,2024-02-02 20:51:31
745,357,822,,3823,2024-05-20 01:15:07
746,671,981,,3794,2024-02-07 20:14:16
747,927,33,707,1321,2023-12-23 08:13:28
748,580,704,885,1445,2024-01-19 16:15:17
749,21,624,,2117,2024-02-01 01:20:14
750,405,539,706,627,2024-03-29 20:05:07
751,972,556,169,4145,2023-06-04 05:07:23
752,64,681,,539,2023-09-14 12:05:10
753,424,530,451,3591,2023-11-04 20:38:46
754,20,298,,4886,2024-01-09 21:10:23
755,823,723,388,3365,2024-01-11 09:02:13
756,420,356,457,2282,2024-01-26 00:38:16
757,779,351,260,3449,2024-01-30 02:29:24
758,776,349,297,3199,2024-02-25 19:06:58
759,955,719,137,386,2023-11-27 20:32:38
760,116,493,32,2754,2024-04-22 04:43:41
761,358,871,,1140,2024-05-08 02:48:42
762,789,617,,2947,2024-05-07 17:37:15
763,918,971,679,1390,2024-05-20 04:07:39
764,20,975,522,592,2023-07-20 17:29:18
765,93,194,,819,2023-12-14 09:19:50
766,445,825,,4072,2023-06-29 12:51:52
767,641,586,700,683,2023-06-20 01:29:24
768,717,151,202,1179,2024-01-28 04:42:21
769,114,876,948,883,2023-12-26 20:24:20
770,825,908,164,197,2024-03-20 15:07:52
771,789,231,977,3910,2024-05-12 02:25:22
772,227,108,35,2120,2024-04-14 23:45:55
773,344,753,910,1956,2023-07-09 05:59:03
774,686,900,,2213,2023-09-29 17:38:41
775,477,720,6,1329,2023-08-03 14:52:03
776,652,201,,2186,2023-12-17 16:18:36
777,580,140,,834,2023-06-10 15:48:59
778,575,420,800,4291,2023-09-11 19:01:45
779,769,922,,3505,2024-01-22 14:48:27
780,878,570,834,4714,2023-07-13 14:47:26
781,549,594,655,500,2023-08-19 17:33:15
782,338,686,216,4688,2024-01-31 11:41:36
783,871,122,,3790,2023-07-12 05:35:31
784,211,991,819,343,2023-10-25 10:03:24
785,116,992,47,1770,2024-04-20 15:03:31
786,992,464,925,2854,2023-12-03 11:07:14
787,375,430,748,3832,2023-11-08 09:16:40
788,980,759,997,3134,2024-02-16 10:04:06
789,199,515,,3387,2024-03-05 11:46:06
790,534,202,785,1766,2024-03-24 13:28:16
791,333,937,289,3929,2023-07-30 10:22:14
792,755,235,180,3384,2023-12-17 19:48:10
793,597,399,,587,2024-02-14 19:01:15
794,635,810,552,2638,2024-05-14 21:39:35
795,978,924,,384,2024-02-16 13:15:05
796,877,455,409,234,2023-10-20 17:59:19
797,491,703,,2659,2023-11-27 21:56:20
798,569,596,247,2046,2024-01-09 15:17:17
799,517,682,249,3849,2023-10-22 04:05:28
800,148,773,200,690,2024-02-22 09:58:22
801,294,175,545,2666,2024-03-06 05:17:16
802,235,512,930,4824,2024-05-03 21:33:35
803,331,910,305,3539,2023-06-14 10:42:08
804,132,908,110,2270,2024-01-24 08:29:25
805,536,76,863,2527,2023-12-06 03:38:01
806,260,729,126,4643,2023-08-09 10:44:46
807,943,907,104,1720,2023-11-25 05:31:59
808,72,846,,2075,2024-02-03 07:33:45
809,861,685,739,4190,2023-08-17 11:47:02
810,488,992,,1758,2023-07-23 07:05:29
811,618,19,,3943,2023-06-26 02:08:23
812,376,654,428,4874,2024-01-02 14:01:01
813,623,94,593,2151,2023-12-18 21:36:49
814,298,550,,2021,2024-02-04 20:59:00
815,23,78,806,950,2024-02-29 13:13:50
816,199,171,397,1678,2023-07-05 05:15:04
817,65,46,392,3148,2024-01-26 02:03:35
818,664,782,124,4137,2023-10-09 12:10:26
819,159,720,715,1655,2023-10-10 08:40:38
820,495,429,948,4972,2024-03-21 23:56:20
821,726,672,892,4013,2024-03-18 09:40:39
822,657,301,96,3568,2023-06-05 21:45:23
823,864,18,,2699,2023-08-01 23:52:15
824,393,859,236,2489,2024-02-12 07:46:42
825,290,679,159,3320,2024-03-19 12:39:41
826,727,601,363,1818,2023-07-08 20:09:05
827,812,728,39,1531,2023-06-24 15:34:13
828,894,676,636,536,2023-07-18 19:01:20
829,156,10,,3904,2024-04-26 07:19:23
830,447,79,429,1018,2023-06-29 08:33:05
831,381,224,,624,2023-07-31 09:05:51
832,801,63,715,2616,2023-11-12 06:18:08
833,677,320,611,3315,2023-12-26 01:34:26
834,494,620,884,3995,2024-03-29 08:54:55
835,117,645,,3679,2023-10-04 04:23:33
836,109,608,565,4798,2024-01-25 14:52:52
837,416,513,635,1416,2023-08-20 00:06:12
838,955,945,919,2498,2024-01-18 04:03:25
839,90,880,929,1229,2023-10-13 09:01:43
840,841,313,394,4186,2024-04-21 10:16:17
841,322,35,788,3549,2024-02-17 19:21:39
842,711,340,699,3782,2024-02-08 12:49:08
843,494,720,,3002,2024-03-22 03:10:47
844,838,113,752,274,2024-01-06 14:32:33
845,736,295,720,613,2024-02-20 04:57:52
846,898,12,825,1274,2023-07-18 03:58:59
847,453,198,600,2971,2023-12-02 22:14:56
848,626,308,,4633,2023-09-13 11:30:08
849,312,375,,1643,2023-12-25 15:08:33
850,420,230,865,317,2023-06-22 13:39:18
851,347,662,,4613,2024-01-07 05:06:54
852,438,689,979,371,2024-04-26 00:02:18
853,561,614,862,4185,2023-12-15 21:21:21
854,867,622,331,2234,2023-08-30 02:22:44
855,711,764,,4470,2023-07-18 02:37:38
856,234,42,,128,2023-09-15 18:05:20
857,58,586,803,1501,2023-05-21 04:38:31
858,529,75,429,184,2023-08-20 16:56:12
859,458,232,,3365,2023-12-13 08:13:24
860,673,271,634,1062,2024-02-23 13:53:25
861,755,285,,3993,2023-11-27 15:36:33
862,434,127,173,931,2024-03-27 15:26:55
863,243,122,577,3325,2024-01-16 13:35:56
864,384,289,531,1528,2023-06-21 01:54:46
865,838,584,865,171,2023-07-18 21:09:18
866,115,905,908,3627,2024-04-06 04:40:40
867,683,980,,3973,2023-10-14 16:23:04
868,463,429,,1631,2023-09-13 01:47:13
869,529,605,477,4632,2023-08-08 02:24:16
870,519,441,263,3877,2023-08-20 01:44:53
871,902,433,,860,2023-11-24 15:19:36
872,258,760,433,1586,2023-12-08 14:36:07
873,666,155,744,448,2023-12-15 07:21:15
874,373,659,,3658,2024-05-15 11:35:27
875,481,984,546,1105,2023-12-09 02:49:50
876,114,506,,2589,2023-06-24 17:47:19
877,781,990,,2614,2024-05-18 19:25:53
878,873,86,,418,2024-03-03 06:20:54
879,215,896,,1513,2024-02-21 16:30:14
880,824,771,152,2498,2023-12-24 08:33:18
881,939,474,223,3242,2024-04-26 15:10:05
882,437,90,503,3408,2023-09-18 08:15:01
883,840,953,351,2444,2023-06-13 23:26:41
884,361,820,,2870,2024-03-25 21:29:53
885,655,956,864,2717,2024-04-19 06:15:24
886,734,494,1,4148,2023-12-01 23:49:18
887,285,266,19,461,2024-03-02 09:11:24
888,882,805,302,2118,2024-03-04 01:00:52
889,161,367,,4768,2023-06-30 00:36:21
890,477,206,35,4606,2024-05-19 18:55:54
891,207,855,107,2490,2024-01-24 13:26:53
892,120,24,,4458,2023-10-27 17:49:13
893,678,439,694,1799,2023-09-23 04:10:56
894,700,123,756,2593,2023-09-13 09:08:16
895,19,283,932,4312,2023-11-21 03:24:31
896,547,792,399,1049,2023-07-16 13:12:02
897,557,96,,3996,2024-03-05 07:49:42
898,467,83,872,647,2023-06-16 14:17:42
899,273,175,550,4386,2024-02-14 11:47:58
900,241,955,7,2072,2024-04-10 18:21:27
901,35,498,519,2118,2024-04-22 19:21:55
902,568,586,690,4796,2024-03-31 11:20:53
903,618,908,,2322,2023-08-23 19:10:14
904,818,875,625,3166,2023-10-01 18:02:26
905,531,243,170,753,2024-01-21 21:44:02
906,490,301,483,3751,2024-02-19 14:13:37
907,804,430,,1615,2024-03-07 22:16:49
908,243,827,680,2415,2023-06-23 01:08:26
909,919,818,129,4384,2023-07-11 11:22:17
910,76,541,749,661,2023-11-17 19:23:39
911,950,571,,428,2023-09-26 12:01:36
912,366,231,474,516,2023-06-20 16:52:16
913,378,172,452,2361,2023-06-28 23:24:30
914,340,671,,3613,2023-09-23 20:33:16
915,561,235,194,2211,2023-11-11 09:08:42
916,960,272,546,4428,2023-06-23 00:38:36
917,661,910,516,4835,2023-07-08 20:17:18
918,797,249,632,3029,2023-05-28 05:04:49
919,520,292,634,845,2024-05-03 08:23:43
920,832,194,,1536,2023-06-07 20:54:15
921,55,593,598,4607,2024-04-11 19:12:46
922,649,226,,1052,2023-07-08 19:50:26
923,339,907,236,2381,2024-03-03 17:50:11
924,343,600,235,1661,2024-05-09 02:35:43
925,788,749,171,405,2023-10-17 15:34:25
926,995,915,122,2967,2024-01-04 13:30:10
927,524,117,568,4557,2023-10-05 07:56:13
928,535,866,,344,2023-09-16 19:33:35
929,473,418,,4821,2023-11-25 00:05:43
930,781,374,613,3426,2023-09-13 15:07:08
931,943,976,167,2677,2023-07-01 20:39:34
932,727,682,638,4635,2023-10-02 17:03:30
933,425,792,366,4302,2023-11-16 18:38:00
934,501,691,664,4553,2024-03-14 20:36:01
935,69,862,,2187,2024-01-18 21:16:28
936,549,81,447,2393,2023-07-18 18:53:56
937,631,651,347,4452,2024-04-03 14:54:17
938,352,5,22,2769,2023-06-08 10:39:32
939,799,759,821,2168,2024-02-01 16:39:26
940,850,453,618,2964,2023-06-10 12:54:40
941,708,704,40,3032,2023-12-04 18:00:13
942,499,924,843,3769,2024-03-24 08:45:01
943,327,923,,1620,2023-06-05 18:32:28
944,203,37,,3780,2024-01-18 05:47:26
945,267,755,,4666,2023-09-18 21:26:05
946,446,856,270,4364,2023-09-02 17:49:51
947,298,733,751,1256,2023-12-12 19:12:36
948,121,180,993,2022,2023-12-23 19:38:28
949,836,966,781,4213,2024-02-17 13:02:48
950,513,513,932,4000,2024-03-26 00:44:00
951,466,393,520,3589,2023-12-13 03:26:32
952,173,286,,3326,2023-09-26 02:09:50
953,707,988,,3925,2023-11-14 20:48:25
954,130,362,917,2956,2024-04-04 18:21:43
955,514,980,,3195,2023-06-28 18:15:57
956,402,505,424,4369,2024-05-12 01:19:21
957,85,929,728,4526,2023-10-28 18:26:12
958,790,581,,3378,2024-04-12 16:06:41
959,812,17,346,4318,2024-03-18 19:07:19
960,435,540,,4045,2023-06-30 15:58:49
961,720,656,552,2187,2024-04-18 00:07:27
962,170,725,103,1394,2023-07-27 23:57:53
963,869,590,196,3936,2024-02-27 19:36:24
964,179,743,,2385,2023-10-18 08:47:16
965,143,186,565,1084,2023-05-22 14:20:40
966,469,599,198,4399,2024-04-14 23:24:00
967,496,944,739,1220,2023-12-31 23:15:32
968,397,504,,1023,2024-03-04 09:26:54
969,654,275,,2672,2023-06-26 21:23:07
970,817,15,672,864,2024-04-11 13:44:39
971,74,73,,2914,2024-01-07 09:58:36
972,922,111,,1098,2023-10-10 00:43:10
973,904,722,780,2689,2024-03-10 03:39:20
974,980,481,173,3900,2024-02-26 13:05:50
975,140,77,,1054,2023-08-13 20:32:27
976,646,601,701,584,2023-12-27 00:04:57
977,778,261,329,1368,2023-08-14 23:47:37
978,75,940,913,988,2023-08-27 22:56:57
979,522,482,,1978,2023-10-24 21:24:45
980,809,818,924,3119,2024-01-07 20:05:21
981,555,952,944,4286,2024-02-27 16:19:53
982,685,615,185,3551,2023-12-04 23:30:16
983,419,269,512,4334,2024-02-21 18:11:03
984,525,27,,1003,2023-07-28 08:40:16
985,341,528,715,2074,2023-08-07 19:16:01
986,172,610,710,1002,2023-06-16 20:22:56
987,398,260,,873,2024-04-28 15:07:06
988,707,594,530,3853,2023-07-25 16:11:16
989,709,755,319,697,2023-07-12 17:09:10
990,782,297,968,4379,2023-10-14 16:32:33
991,123,574,914,1829,2023-09-29 18:50:26
992,283,639,493,1097,2023-12-24 16:28:03
993,20,78,,3285,2023-11-16 16:17:03
994,166,398,,1162,2024-03-18 18:50:13
995,686,762,737,1473,2023-10-15 14:57:26
996,144,517,627,2328,2023-11-23 12:37:40
997,487,423,,2834,2023-10-31 01:09:31
998,757,270,,1169,2023-06-06 05:44:27
999,536,503,168,2956,2023-10-30 09:25:55
1000,365,468,367,4559,2024-02-26 17:32:45
